Graph,ReadingTime,ExeTime,countV,countE,W,L,W/L,3star,3path,tailed_triangle,4cycle,chordal_4cycle,4clique
ca-coauthors-dblp.mtx,135.43671226501465,22.892507553100586,540486,15245729,381382721695,56465879655,6.754215537333419,26970990460.735252,41719455926.21605,66920272719.01741,31056233.810250003,3494108633.0513997,15286442940.2016
