Graph,ReadingTime,ExeTime,countV,countE,W,L,W/L,3star,3path,tailed_triangle,4cycle,chordal_4cycle,4clique
Amazon0312.txt,21.650795698165894,14.250734329223633,400727,2349869,1398678388,93560044,14.949526830064338,10650252834.857439,843892605.3998001,190842672.65066,3250743.72878,17242648.30898,4008736.0185866663
Amazon0505.txt,21.78089666366577,12.251254558563232,410236,2439437,1592324618,101546322,15.680770968740749,12136984611.590244,961238602.1480601,219919933.803525,3331734.8248199997,19114571.92167,4386801.1104
Amazon0601.txt,19.851322412490845,11.038386583328247,403394,2443408,1568976266,101319605,15.485416331814559,11085286820.851109,939095054.25164,218648609.989095,3216897.45875,19131674.414125,4427160.140475
as-skitter.txt,472.5131392478943,159.22973251342773,1696415,11095298,1432512384683,90541630076,15.821588185242074,96355449930825.94,818766778589.4154,162156820665.1539,42751494181.1353,19579174795.78462,140792234.76818
cit-Patents.txt,220.05448722839355,28.928226470947266,3774768,16518948,9159628475,877841809,10.43425863417722,6109683783.3984165,6536585668.61425,555165081.86975,267425728.69376,63055377.140470006,3585983.789765
web-Google.txt,78.89941310882568,51.92725944519043,875713,4322051,20460715543,634050452,32.269854044674666,649900246300.3325,4066362607.01582,6731319654.702712,37947919.5522,381609605.04072,40110031.59352
WikiTalk.txt,361.44849157333374,98.99551558494568,2394385,4659565,1308824209673,9081986005,144.11211478991925,191917182954671.16,1170043034600.3235,63994959731.961334,923093057.5481999,1040477726.662825,64466963.99215834
